,구분,기업명,대표자,설립년도,업종,업태,시설원예,한우,낙농,육우,양돈,양계,오리,사슴,양봉,곤충,말,제조(도매),제조(소매),"수입(제조, 도매)",수입(소매),국내(도매),국내(소매),정보통신공사 전문,우편번호,도로명 주소,지번주소,상세 주소,대표번호,FAX번호,E-MAIL,홈페이지,ICT 제품,일번 제품,총 원,관리직,연구기술직,영업직,AS가능인원
373,"시설원예, 축산",(주)가오누리,이철식,19990408,"서비스,도소매",소프트웨어및하드웨어개발,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,63206,제주특별자치도 제주시 신성로 112,제주특별자치도 제주시 이도이동 1010-3,(주)가오누리,0647555606,0647555601,sigma111@nate.com,,농장 시설물 및 관수 관리 시스템 GFarm Manager,"임베디드 미들웨어, 셀프세차관리시스템",6,1,4,1,2
374,"시설원예, 축산",대신아이씨티(주),이소영,20120326,정보통신공사업,"건설업, 제조업",O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,O,58749,전라남도 목포시 평화로20번길 12,전라남도 목포시 상동 1117-16,2층 대신아이씨티,0612738833,0612738834,alwatros@naver.com,,정보통신공사 전문,,13,3,8,2,8
375,"시설원예, 축산",주식회사 원탑,박귀남,20131104,"전기공사,정보통신공사외","건설,제조,도소매,서비스",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,59255,전라남도 강진군 군동면 석교로 12,전라남도 강진군 군동면 삼신리 617,,0623859333,0623859334,1top04@naver.com,,정보통신공사 전문,,2,1,0,1,2
376,"시설원예, 축산",맥스정보통신 김천점,이석진,20200101,정보통신공사,건설업,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,X,39619,경상북도 김천시 양금로 49,경상북도 김천시 양천동 421-3,맥스정보통신 김천점,07082029499,05059499499,gumimax@naver.com,,CCTV기반 원격제어 시스템,,1,1,0,0,2
377,"시설원예, 축산", 엔퓨쳐주식회사,김환식,20050501,건설.도 소매,정보통신공사업,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,56163,전라북도 정읍시 초산로 93,전라북도 정읍시 수성동 696 TG삼보컴퓨터,3층 301호,0635314802,0635384801,bskj2001@naver.com,,정보통신공사전문,,4,1,2,1,1
378,"시설원예, 축산",엔네트워크유한회사,조봉자,20200701,정보통신공사,건설업,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,56163,전라북도 정읍시 초산로 93,전라북도 정읍시 수성동 696 TG삼보컴퓨터,엔네트워크(유),0635339002,0635384801,jbj6745@daum.net,,정보통신공사 전문,,5,2,2,1,1
379,"시설원예, 축산",신아솔루션,이미성,20210218,정보통신공사업,건설업 도소매,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,X,O,11711,경기도 의정부시 평화로 183,경기도 의정부시 호원동 464-3,5층,18116233,0260086233,ms@sinasolution.co.kr,,정보통신공사 전문,,6,4,0,2,2
380,시설원예,주식회사 에스에스엘,장영원,20141030,"서비스, 제조업, 도소매","지식서비스, 소프트웨어개발업",O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,54853,전라북도 전주시 덕진구 반룡로 111,전라북도 전주시 덕진구 팔복동2가 820,IT동 2층 204호,0632551113,0632551113,m01056165534@gmail.com,,도담(온실용 정밀농업 시스템),,5,1,3,1,1
381,"시설원예, 축산",메가무선통신,이병재,20161122,"제조업,도매및소매업,정보통신공사업,기타무선통신장비제조업 등..","건설업,제조업,도매및소매업,도매업,서비스업,출판,영상,방송통신및정보서비스업,사업시설관리,사업지원및서비스업",O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,28180,충청북도 청주시 서원구 대림로 351-19,충청북도 청주시 서원구 죽림동 206,2층(죽림동),0432367283,0432367284,darkman123@hanmail.net,,0,CCTV,3,1,2,0,2
382,"시설원예, 축산",주식회사 새솔정보통신,정정미,20160401,건설업,정보통신공사업,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,37706,경상북도 포항시 북구 용당로 143,경상북도 포항시 북구 신흥동 692-12 KT서포항지점,2층 새솔정보통신,0542848000,0542420000,a@saesol.net,,정보통신공사전문,,16,3,2,11,5
383,시설원예,스마트글로벌,손현석,20150305,제조업,컴퓨터시스템통합자문구축,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,42713,대구광역시 달서구 성서공단로11길 94,대구광역시 달서구 호산동 715,1층,0537216019,0537216089,loiants@naver.com,,스마트팜(온실 환경 모니터링 및 제어 장치),,7,2,2,3,3
384,"시설원예, 축산",주식회사 태형정보통신,한금선,20101015,정보통신공사 외,"건설업,도소매,서비스",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,59028,전라남도 해남군 해남읍 북부순환로 81,전라남도 해남군 해남읍 해리 588-1 오뚜기떡방아간,(주)태형정보통신,0615348823,0615358823,han7301@nate.com,,정보통신공사업 전문,,5,2,1,2,2
385,시설원예,(유)지에이시스템,원승연 정미지,20040305,건설업,기계설비공사외,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,54973,전라북도 전주시 완산구 백제대로 305,전라북도 전주시 완산구 중화산동2가 578-7,,0632749000,0632274824,lg2400@empas.com,,"공기열히트펌프, 시스템보일러","공기열히트펌프, 시스템보일러",17,7,6,4,3
386,"시설원예, 축산",조선계기사,고주민,20160927,도매 및 상품 중개업 소매업 (자동차제외)  ,도량형기 기타 통신 판매업,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,04710,서울특별시 성동구 무학봉15길 20,서울특별시 성동구 하왕십리동 972-33,금흥빌딩 2층,0222757485,0222697485,sale3@chosunshop.co.kr,www.chosunshop.co.kr,무선 iot 계측 모니터링 시스템 에펜토,"온도계, 습도계, 당도계, ph계 ",15,4,7,4,3
387,시설원예,공주농자재,편미애,20160610,"농자재,온실공사,비료 외",도소매,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,32573,충청남도 공주시 전막2길 4-5,충청남도 공주시 신관동 593-11,1층,0418817077,0418589711,jsy5077@hanmail.net,,시설원예 원격 제어시스템 팜시스,,1,1,0,0,3
388,시설원예,주식회사 마스팜,이현,20180525,시스템.소프트웨어개발(농업용ICT).농업용(ICT)전산시스템구축,제조.서비스,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,54853,전라북도 전주시 덕진구 반룡로 111,전라북도 전주시 덕진구 팔복동2가 820,311호(한국전자기술연구원-에코창업보육센터),01052012257,0632142257,hlee0212@gmail.com,http://www.maasfarm.com,시설원예 클라우드 기반 재배로직 복합환경 제어기(토마토 최적생산량등 UI의 지능형 데이터 서비스를 위한 클라우드 AI-SaaS플랫폼 기반 예측분석  재배로직 환경제어 솔루션 및 앱서비스),,3,1,1,1,1
389,"시설원예, 축산",문화테크,황수건,20141101,제조,자동제어,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,46917,부산광역시 사상구 사상로525번길 11,부산광역시 사상구 모라동 648-4,,0513045177,0513045179,wsg5373@naver.com,,"환경제어기,전원장치",자동화기계,,1,1,1,2
390,"시설원예, 축산",주)백광전기통신,남양현,20210419,건설.제조,전기.통신공사업,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,54547,전라북도 익산시 무왕로31길 254,전라북도 익산시 부송동 379-18,주)백광전기통신,0638578787,0638358788,bk8787@hanmail.net,,KT .익산시청 정보통신공사업등,,14,3,10,1,6
391,"시설원예, 축산",(주)다우,진승원,20100809,"통신공사업,전기공사업,기계설비공사업",서비스업,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,54993,전라북도 전주시 덕진구 안덕원로 106-3,전라북도 전주시 덕진구 진북동 320-37,1층,0632532666,0632733666,focuslive0@naver.com,,정보통신공사 전문,,20,3,15,2,3
392,"시설원예, 축산",(주)아이티팩토리,김태현,20190919,시스템소프트웨어 개발 및 공급업,정보통신 서비스업,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O,X,X,41940,대구광역시 중구 공평로 26-20,대구광역시 중구 삼덕동2가 149-151,2층 아이티팩토리,0537430709,0537460709,itfactory@it-factory.co.kr,www.it-factory.co.kr,"BTS(Business total solution),  육우BTS,  육계BTS 등 육가공품 가공,제조, 유통(이력추적) 관리시스템",,15,8,5,2,4
393,"시설원예, 축산",주식회사 디에어,허정호,20160321,시스템 소프트웨어 개발업,제조업,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,35231,대전광역시 서구 계룡로 381,대전광역시 서구 갈마동 271-30,우성빌딩 4층,0425262224,0425362224,soermv@dair.kr,,악취저감장치,,20,10,10,0,5
394,"시설원예, 축산",주식회사 제타솔루션즈,이경훈,20180126,"정보통신공사업,유선통신장비,농자재도매업,안전용품공기구,방송장비제조업,기타무선통신장비제조업","건설업,제조업,도매및소매업,도매업,서비스업,정보통신업",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,29131,충청북도 영동군 영동읍 대학로 310,충청북도 영동군 영동읍 설계리 54 유원(U1)대학교,15동 201-202호(유원대학교 창업보육센터),0437440322,0437440323,zeta999@naver.com,,0,CCTV,4,1,3,0,2
395,"시설원예, 축산",(주)빅텍,신용민,20160111,정보통신공사외,건설외,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,46505,부산광역시 북구 금곡대로616번길 21,부산광역시 북구 금곡동 95-8,6층,0513617787,0513627786,bigtech7787@naver.com,,정보통신공사 전문,"CCTV 카메라, DVR, NVR, Switch Hub",7,1,4,2,4
396,"시설원예, 축산",인피테크,홍진표,20100908,"네트워크 공사 및 유지보수, 산업용PC 장비관리 및 유지보수, 반도체 및 디스플레이 장비 제조업등","제조업,정보통신업, 서비스등",O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,28596,충청북도 청주시 흥덕구 가로수로 1366,충청북도 청주시 흥덕구 복대동 130-2 진용빌딩,진용빌딩,0432210301,0432210307,ry.kim@infitech.co.kr,http://infitech.co.kr/,"CCTV카메라, NVR, 정보통신공사",,25,9,12,4,4
397,시설원예,주)푸른,이복의,20130501,금속구조창호온실,"건설업,제조업,도소매업",O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,52328,경상남도 하동군 하동읍 경서대로 71,경상남도 하동군 하동읍 광평리 428 대경송림타운,상가101호,0558843457,0558834667,nongjajae@hanmail.net,,양액기,,2,1,0,1,1
398,"시설원예, 축산",태현네트웍스(주),유상우,20130117,건설업 도소매,"통신공사업 ,CCTV,통신장비",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,O,50806,경상남도 김해시 대동면 동북로59번길 12-14,경상남도 김해시 대동면 덕산리 740,태현네트웍스(주),0553363232,0553363236,rswoo12@hanmail.net,,정보통신공사.CCTV카메라.DVR.NVR,,6,2,0,4,4
399,"시설원예, 축산",동양정보산업주식회사,장정숙,20100805,정보통신공사.cctv,건설업,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,O,27833,충청북도 진천군 진천읍 중앙서로 43-10,충청북도 진천군 진천읍 읍내리 383-3,동양정보산업(주),0435331119,0435341590,kaist1119@daum.net,,CCTV설치.정보통신공사전문,,2,1,0,1,3
400,"시설원예, 축산",유한회사이엠테크,전혜연,20140818,컴퓨터관련 정보서비스업 건설업 ,정보통신공사 전기공사 소프트웨어개발및공급업,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,X,33613,충청남도 서천군 종천면 종천공단길14번길 48,충청남도 서천군 종천면 석촌리 416-29 서천포장,1층 이엠테크,01080004566,0419536306,red2083@naver.com,,"TMR배합기/통합환경설비/환풍기,송풍팬.자동개폐.농업용로보트",CCTV ,14,11,2,1,3
401,"시설원예, 축산",(주)필립이엔씨,이종무,20150115,서비스,정보통신업,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,X,06121,서울특별시 강남구 봉은사로 129,서울특별시 강남구 논현동 203-1 거평타운,308호,07079312001,0316215235,jmgu@pillipenc.com,pillipenc.com,CCTV,,18,5,3,10,3
402,"시설원예, 축산",주식회사 와치캠,최지훈,20120912,정보통신공사업,제조업,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,14449,경기도 부천시 석천로 397,경기도 부천시 삼정동 36-1 부천테크노파크쌍용3차,201동 601호,18005143,0322320609,sales@watchcam.co.kr,www.watchcam.co.kr,정보통신공사 전문,,23,10,2,11,5
403,"시설원예, 축산",무안광통신CCTV,권영오,20070609,건설업 제조업 서비스업,CCTV설치임대/IOT원격제어기개발/컴퓨터 및 사무용기기 수리업,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,58522,전라남도 무안군 무안읍 면성1길 86-1,전라남도 무안군 무안읍 성내리 238-10,1층,0614549119,0614547744,4549119@naver.com,,"IOT 축사,비닐하우스,관수시스템 원격제어기 CCTV",,1,1,0,0,1
404,시설원예,(주)아이온이엔지,양창구,20090723,"제조업, 정보통신업","산업기계, 전기자동제어반, 제어소프트웨어 개발 및 공급업",O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,34405,대전광역시 대덕구 선비마을로6번길 15-18,대전광역시 대덕구 송촌동 551-1,,0426312204,0426392204,aioneng1@hanmail.net,http://www.aioneng.com/,"전동기제어반, ICT스마트팜제어장치, ICT스마트팜제어소프트웨어",,4,2,1,1,2
405,시설원예,보담,유문관,20160310,농자재,제조업,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,62272,광주광역시 광산구 월봉반월길 126-2,광주광역시 광산구 산월동 868-3,보담,0625316006,0625316007,bodam6006@daum.net,,복합환경제어,,7,3,2,2,2
406,시설원예,(주)태영이엔지,곽민석,20160303,제조업,CCTV,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,O,17025,경기도 용인시 처인구 포곡읍 성산로542번길 14,경기도 용인시 처인구 포곡읍 영문리 199-3,(주)태영에인지,0312248600,0313229600,biz@tyeng.kr,www.tyeng.kr,정보통신공사 전문,,7,3,2,2,2
407,"시설원예, 축산",(주)웹게이트,김상석,20200211,제조업/건설업/도매 및 소매업/정보통신업,"CCTV,영상감시장치/정보통신공사업/무선통신장비/프로그램개발",O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,X,O,15809,경기도 군포시 공단로 284,경기도 군포시 금정동 689-6 한림벤쳐타운,6층,0314289300,0314553955,wg1_marketting@webgateinc.com,http://www.webgateinc.com/wgi/,CCTV 영상보안 장치 외,,51,11,31,9,5
408,"시설원예, 축산",(유)동아미디어정보,김중호,20020426,정보통신공사.방송장치.CCTV,제조.도소매,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,58143,전라남도 화순군 동면 동농공길 149,전라남도 화순군 동면 운농리 1111-1,운농리 1111-1,0613720354,0613724036,donga5068@hanmail.net,,정보통신공사 전문,차량번호인식카메라,7,2,2,3,2
409,시설원예,지음소프트,남정훈,20170508,IT센서 및 소프트웨어개발,제조 및 소프트웨어 개발,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,55333,전라북도 완주군 삼례읍 삼봉로 157-9,전라북도 완주군 삼례읍 신금리 814,지음소프트,0637142401,0637142411,jhnam@zieumsoft.com,www.zieumsoft.com,"소프트웨어, 조명, 컨트롤모듈","소프트웨어, 조명, 컨트롤모듈",9,2,6,1,2
410,시설원예,주식회사 스마트테크,민치훈,20180601,"반도체장비,컴퓨터 및 주변기기","제조업,도매",O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,54853,전라북도 전주시 덕진구 반룡로 111,전라북도 전주시 덕진구 팔복동2가 820,본관동 505호,0632143311,0220600097,smart@smart-tec.co.kr,,스마트 저장 시스템,,6,1,4,1,2
411,"시설원예, 축산",(주)아이티에스시스템,윤순신,20190402,도매 및 소매업,정보통신공사업 외,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,O,61625,광주광역시 남구 수박등로5번길 23-1,광주광역시 남구 월산동 1001-5 육영종합전기,",1층 아이티에스시스템",0623842344,0623642344,vssyoon@hanmail.net,,정보통신공사,,6,6,0,0,5
412,"시설원예, 축산",제일스마트영농,김수경,20181005,서비스,"복합환경제어,ict",O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X,54060,전라북도 군산시 대야면 석화로 105-14,전라북도 군산시 대야면 산월리 581-1,제일스마트영농,01052459956,05044251424,sm-kim0515@hanmail.net,,팜스큐브,,1,0,1,0,1
413,"시설원예, 축산",예손건드릴,김재근,19990801,자동차부품외,제조외,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,X,54586,전라북도 익산시 석암로1길 17-25,전라북도 익산시 용제동 577 예손건드릴,예손건드릴,0638359085,0638359086,yeson@gundrill.kr,www.gundrill.kr,"자동안개분무기, 농축산용방역장비","안개자동분무기 & 부품.총열샤프트,자동차부품, 농축산용방역장비,",12,3,8,1,10
414,"시설원예, 축산",디비시스(주),두 혁,20100524,"방송기기및음향장비, CCTV","제조업, 도소매, 서비스",O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,08501,서울특별시 금천구 가산디지털1로 219,서울특별시 금천구 가산동 481-4 벽산디지털밸리6차,벽산디지털밸리 6차 701호 디비시스(주),0216888648,0226273267,sales@divisys.co.kr,www.divisys.co.kr,정보통신공사 전문,,12,3,4,5,2
415,"시설원예, 축산",(주)선신이엔지,이은일,20140704,제조,송풍기,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,10010,경기도 김포시 통진읍 원통로 22-1,경기도 김포시 통진읍 귀전리 643,,0319961322,0319961323,lei6205@hanmamil.net,,AIRFOIL FAN ,송풍기,,3,2,1,1
416,시설원예,주식회사 에이아이에스,김민석,20171102,농업,작물재배 지원 서비스업,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,48059,부산광역시 해운대구 센텀동로 45,부산광역시 해운대구 우동 1476 (주)웹스,1층,07051585952,05044049854,sure_you@aiskorea.co.kr,,"자동기상수집장치, 작물 재배 의사결정 지원 소프트웨어",작물 재배 의사결정 지원 소프트웨어,6,1,4,1,1
417,시설원예,(주)선인건설,유선심,20190103,건설업 도매 및 소매업,"금속구조물, 창호공사업 농자재",O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,54582,전라북도 익산시 무왕로31길 3-1,전라북도 익산시 팔봉동 402-19,2층,0638351012,0638381012,yuss0308@naver.com,,환경제어기,,1,0,0,1,1
418,"시설원예, 축산",(주) 주인정보시스템,김근호,20030224,"소프트웨어개발, 판매",서비스,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,06136,서울특별시 강남구 논현로102길 7,서울특별시 강남구 역삼동 659-26,주인빌딩,025543271,025543273,lky@jisystem.com,www.jisystem.com,"HMI S/W, BEMS, FEMS, MES",,67,6,55,6,27
419,시설원예,주식회사 금하테크,한청우,20160120,"CCTV, 컴퓨터, 편조 의복 액세서리 제조업",제조업,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,58277,전라남도 나주시 동수농공단지길 137-9,전라남도 나주시 동수동 336 ㈜금하테크,전라남도 나주시 우정로,01024027000,0624433300,kumha777@nate.com,,정보통신공사 전문,,18,9,4,5,2
